station_id,lat,lon,temp
tky000,35.58344645596543,139.74831451692697,30.6
tky001,35.833233282385955,139.73607092144468,30.1
tky002,35.82718464437477,139.78363431198173,30.6
tky003,35.552575947227965,139.80135495758338,30.6
tky004,35.56844674533192,139.68201087896068,30.1
tky005,35.60616516893567,139.94737626958346,30.0
tky006,35.72861692026716,139.85775270103986,30.8
tky007,35.595483258139495,139.58273582918355,31.1
tky008,35.60146187375454,139.86911819613783,30.6
tky009,35.56081316130627,139.86984659787453,31.0
tky010,35.654363744152064,139.7843766953821,31.1
tky011,35.77756595276897,139.58720196296477,30.4
tky012,35.70462266770935,139.7031840858952,31.2
tky013,35.59520889719243,139.91165358753335,30.8
tky014,35.8082865428516,139.67275834993256,30.8
tky015,35.67392520867258,139.78563322800588,31.0
tky016,35.82264717858042,139.66901023341455,29.7
tky017,35.660139495590506,139.7916997060214,30.8
tky018,35.78498301570708,139.81307626919036,30.2
tky019,35.647692924805924,139.57658240504952,30.7
tky020,35.596697514861724,139.63887323295987,30.9
tky021,35.72807934807133,139.69689420126448,31.3
tky022,35.81094425029784,139.6060023651051,31.0
tky023,35.73822520193415,139.7616399190952,30.3
tky024,35.737708039613665,139.93750818903067,31.0
tky025,35.72872977596098,139.70377969367865,30.4
tky026,35.66385614587955,139.87747563836535,30.6
tky027,35.705817661569675,139.67179752671558,30.2
tky028,35.60128798075775,139.83993154850972,30.4
tky029,35.8279446162785,139.73872151688602,30.4
tky030,35.84259571433568,139.5502045460283,30.7
tky031,35.66752389024483,139.63169484434027,30.1
tky032,35.68460965930932,139.66869542605357,30.9
tky033,35.84189417187601,139.85981781786182,31.1
tky034,35.765811856915654,139.90727339466895,30.6
tky035,35.79450371128093,139.88064090148737,30.1
tky036,35.847462715199285,139.59578279798885,30.0
tky037,35.72158823236451,139.72136136049627,31.3
tky038,35.70656316560358,139.71607968162778,30.5
tky039,35.700022216171455,139.58691874392335,30.1
tky040,35.77683644594803,139.69853065969562,30.7
tky041,35.72814014386049,139.75603542574822,31.2
tky042,35.572778240649654,139.69749331478866,30.4
tky043,35.786110285952326,139.84198354278286,29.8
tky044,35.78381280537473,139.89050665373614,30.1
tky045,35.79525187006354,139.86914158565006,30.7
tky046,35.81144931079356,139.92543030924995,30.8
tky047,35.80828895391422,139.7623712893911,30.1
tky048,35.611966556348726,139.5884725824847,30.7
tky049,35.77330865392155,139.67236443981082,30.5
tky050,35.66619941582452,139.8895142184922,30.0
tky051,35.63494765206473,139.7537301711082,31.3
tky052,35.671987974886484,139.85698812202187,30.1
tky053,35.57973437312079,139.88668974089677,30.7
tky054,35.7214426569662,139.8660144853265,30.7
tky055,35.72319196347032,139.71317810637885,31.0
tky056,35.56592868445675,139.59781732548936,30.5
tky057,35.79567247587483,139.81796526079538,30.1
tky058,35.6529500424624,139.92929230155684,29.8
tky059,35.56581158416884,139.6786710671512,30.7
tky060,35.84382309487039,139.74903048969043,30.2
tky061,35.80765966706598,139.8195177842763,30.5
tky062,35.74588315222569,139.80447762679952,30.7
tky063,35.635150905195985,139.78312707114688,30.6
tky064,35.7087590763632,139.81938440657618,31.3
tky065,35.81994093262686,139.6520797159417,30.5
tky066,35.682870392691754,139.76650744954134,31.0
tky067,35.55678002718125,139.72677376023236,30.0
tky068,35.74292508410333,139.57606875780985,30.9
tky069,35.56917870989839,139.56571229889795,31.3
tky070,35.81826813575938,139.6194294570824,30.9
tky071,35.63800883061136,139.8509275277599,30.1
tky072,35.699661876871865,139.7827157448129,30.2
tky073,35.84623638265238,139.8652823818005,29.7
tky074,35.73299803619327,139.86225125784688,31.3
tky075,35.633911521228185,139.94167190667054,30.7
tky076,35.70248770500477,139.91026584960014,30.3
tky077,35.7459108672406,139.85849099281373,29.7
tky078,35.7316620684252,139.66675655335533,30.4
tky079,35.68484952531981,139.8982980292006,30.6
tky080,35.63667054297878,139.79022428871755,30.7
tky081,35.685469536141625,139.77238485514852,30.0
tky082,35.79382243510238,139.88831339308263,31.2
tky083,35.80001159592038,139.68821464924096,30.0
tky084,35.79087163777566,139.79690986157527,30.5
tky085,35.84144350239405,139.93254550146005,30.4
tky086,35.837419667481406,139.87356546049756,30.9
tky087,35.59926709344163,139.7846084416345,30.3
tky088,35.57000264016701,139.9445282106477,30.0
tky089,35.65737251102099,139.87095182541825,30.9
tky090,35.57490968717153,139.86106771533193,30.2
tky091,35.63543151035568,139.83289750506023,31.0
tky092,35.63012102673706,139.80892412839606,30.7
tky093,35.619854576709585,139.82270679892798,31.0
tky094,35.65154406386486,139.66471618790925,30.1
tky095,35.57467311517932,139.89817082060014,30.9
tky096,35.65164897645786,139.66146956918553,30.8
tky097,35.60858637284599,139.8768371802052,30.1
tky098,35.81725216288995,139.69055779598486,30.7
tky099,35.58607066344787,139.81256756151353,30.1
tky100,35.72243643514448,139.65227767979576,29.8
tky101,35.84235946340343,139.8094579302529,31.2
tky102,35.59057512720296,139.88776907178982,29.9
tky103,35.82868054990635,139.68160735132653,30.3
tky104,35.614372872262585,139.7897096114859,29.9
tky105,35.703436209111956,139.7740730235278,31.2
tky106,35.82934412022195,139.58547478761133,30.9
tky107,35.663963451741104,139.9268403742531,30.4
tky108,35.57919146869694,139.68575330551556,30.2
tky109,35.79613167338079,139.68416676270388,30.9
tky110,35.84965950859809,139.7506941450999,30.3
tky111,35.79181620628698,139.87780025105928,30.4
tky112,35.582045855475336,139.6542738010392,30.5
tky113,35.71212728461175,139.68316700310058,29.8
tky114,35.74651286110178,139.93133231084522,31.0
tky115,35.755678490108906,139.91188398953153,30.4
tky116,35.647721185443956,139.8489123098348,31.0
tky117,35.803695918121925,139.6495327391817,30.7
tky118,35.69086709550405,139.70141599575445,31.1
tky119,35.771130034498135,139.67527653991522,29.9
